allo	7	10	5	 pA_B	
aux	5	6	2	 pA_I	
lettres	5	5	5	 pA_I	
du	5	5	5	 pA_I	
quartier	2	5	30	 pA_L	
	 	 	 	 	 
d	2	2	2	 pA_B	
abord	2	2	2	 pA_I	
dans	1	2	1	 pA_I	
des	1	1	1	 pA_I	
dans	1	2	1	 pA_I	
toutes	1	1	1	 pA_I	
les	1	1	1	 pA_I	
activités	1	1	1	 pA_L	
	 	 	 	 	 
dans	1	1	1	 pA_B	
toutes	1	1	1	 pA_I	
les	1	1	1	 pA_I	
activités	1	2	29	 pA_L	
	 	 	 	 	 
mais	5	5	1	 pA_B	
ça	6	6	5	 pA_I	
c	5	6	5	 pA_I	
est	5	6	5	 pA_I	
systématique	2	3	1	 pA_L	
	 	 	 	 	 
mais	1	1	1	 pA_B	
enfin	1	2	1	 pA_I	
ça	4	5	1	 pA_L	
	 	 	 	 	 
on	5	6	5	 pA_B	
n	2	5	1	 pA_I	
y	2	5	1	 pA_I	
coupe	1	1	1	 pA_I	
pas	4	5	3	 pA_I	
mais	4	4	4	 pA_I	
euh	3	4	29	 pA_L	
	 	 	 	 	 
dans	2	2	1	 pA_B	
les	1	1	1	 pA_I	
immeubles	1	2	1	 pA_I	
c	1	2	1	 pA_I	
est	1	2	1	 pA_I	
toujours	1	1	1	 pA_I	
un	1	1	1	 pA_I	
peu	2	2	1	 pA_I	
aléatoire	5	20	1	 pA_L	
	 	 	 	 	 
oui	4	12	1	 pA_B	
mais	3	12	1	 pA_L	
	 	 	 	 	 
c	2	2	2	 pA_B	
est	2	2	2	 pA_I	
le	2	2	2	 pA_I	
mieux	4	4	3	 pA_I	
oui	3	4	3	 pA_I	
ben	 NA	 NA	 NA	 pA_I	
là	8	8	5	 pA_I	
on	7	8	6	 pA_I	
est	6	6	6	 pA_I	
sur	3	5	1	 pA_I	
du	 NA	 NA	 NA	 pA_I	
quartier	5	10	2	 pA_I	
hein	1	3	29	 pA_I	
pour	3	5	1	 pA_I	
le	4	4	4	 pA_L	
	 	 	 	 	 
chez	4	5	2	 pA_B	
mes	2	2	2	 pA_I	
voisins	3	12	30	 pA_I	
moi	2	3	2	 pA_I	
y	2	2	2	 pA_I	
a	11	17	2	 pA_I	
peut	8	15	4	 pA_I	
être	2	4	2	 pA_I	
dix	2	2	2	 pA_I	
pour	12	12	12	 pA_I	
cent	3	3	2	 pA_I	
des	1	2	1	 pA_I	
des	2	2	2	 pA_I	
cent	2	3	2	 pA_I	
locataires	5	17	2	 pA_I	
euh	10	15	29	 pA_I	
qui	1	1	1	 pA_I	
viendront	2	3	1	 pA_I	
euh	1	1	29	 pA_I	
ce	3	4	3	 pA_I	
sera	6	10	3	 pA_I	
toujours	2	3	2	 pA_I	
ça	19	20	19	 pA_I	
oui	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
hé	2	2	30	 pA_B	
ben	1	20	30	 pA_I	
moi	9	20	2	 pA_I	
je	2	2	2	 pA_I	
peux	30	1	30	 pA_I	
pas	3	3	30	 pA_I	
y	2	3	1	 pA_I	
les	2	2	1	 pA_I	
boîtes	2	3	30	 pA_I	
aux	2	2	2	 pA_I	
lettres	3	3	2	 pA_I	
elles	3	3	2	 pA_I	
sont	1	2	30	 pA_I	
condamnées	2	2	2	 pA_I	
on	1	2	1	 pA_I	
peut	2	2	2	 pA_I	
plus	2	3	2	 pA_I	
mettre	2	2	30	 pA_I	
de	2	2	1	 pA_L	
	 	 	 	 	 
ça	3	7	1	 pA_B	
faut	3	6	1	 pA_I	
être	5	5	4	 pA_I	
motivé	4	5	3	 pA_I	
hein	4	4	3	 pA_I	
sportif	6	7	4	 pA_I	
euh	11	12	10	 pA_L	
	 	 	 	 	 
ça	3	4	3	 pA_B	
oui	4	13	3	 pA_L	
	 	 	 	 	 
oh	12	13	11	 pA_B	
ben	12	12	11	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
sais	2	2	2	 pA_I	
hein	1	2	30	 pA_I	
c	1	1	1	 pA_I	
est	1	1	1	 pA_L	
	 	 	 	 	 
je	 NA	 NA	 NA	 pA_B	
peux	 NA	 NA	 NA	 pA_I	
en	 NA	 NA	 NA	 pA_I	
faire	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
ok	7	8	5	 pA_B	
voilà	6	7	5	 pA_I	
c	6	6	6	 pA_I	
était	6	6	6	 pA_I	
une	6	6	6	 pA_I	
euh	5	6	5	 pA_I	
question	6	6	6	 pA_I	
parenthèse	5	6	4	 pA_I	
euh	4	4	4	 pA_I	
si	5	5	1	 pA_I	
jamais	6	7	5	 pA_I	
vous	6	6	5	 pA_I	
avez	5	6	5	 pA_I	
des	5	5	4	 pA_I	
idées	5	6	5	 pA_I	
illuminantes	6	10	5	 pA_I	
n	5	9	1	 pA_I	
hésitez	3	5	30	 pA_I	
pas	30	30	30	 pA_L	
	 	 	 	 	 
euh	2	4	1	 pA_U	
	 	 	 	 	 
plus	5	5	5	 pA_B	
non	4	4	4	 pA_I	
que	2	3	30	 pA_I	
membre	3	4	29	 pA_L	
	 	 	 	 	 
ok	6	7	3	 pA_U	
on	4	5	4	 pA_B	
verra	4	4	4	 pA_I	
la	4	4	4	 pA_I	
facturation	4	4	3	 pA_I	
après	4	5	1	 pA_I	
si	1	2	1	 pA_I	
euh	1	1	1	 pA_L	
	 	 	 	 	 
ben	2	2	2	 pA_B	
je	2	2	2	 pA_I	
sais	 NA	 NA	 NA	 pA_I	
pas	2	2	1	 pA_I	
comment	2	2	1	 pA_I	
vous	2	2	1	 pA_I	
vous	1	2	1	 pA_I	
organisez	1	2	1	 pA_L	
	 	 	 	 	 
ben	3	5	30	 pA_B	
si	2	3	29	 pA_I	
ben	2	3	29	 pA_I	
une	3	3	2	 pA_I	
facture	2	3	1	 pA_L	
	 	 	 	 	 
voilà	1	2	1	 pA_B	
déjà	1	1	1	 pA_L	
	 	 	 	 	 
très	3	3	3	 pA_B	
bien	3	4	3	 pA_L	
	 	 	 	 	 
aujourdhui	1	1	1	 pA_U	
	 	 	 	 	 
euh	1	1	1	 pA_B	
je	1	1	1	 pA_I	
peux	 NA	 NA	 NA	 pA_I	
pas	2	2	2	 pA_I	
en	2	2	1	 pA_I	
dire	1	1	1	 pA_I	
plus	2	2	2	 pA_I	
quoi	1	1	1	 pA_L	
	 	 	 	 	 
c	9	9	9	 pA_B	
est	9	9	9	 pA_I	
bon	4	9	3	 pA_I	
pour	5	6	4	 pA_I	
euh	3	16	1	 pA_I	
le	7	16	3	 pA_I	
vingt	4	4	3	 pA_I	
sept	3	4	3	 pA_I	
mai	6	19	3	 pA_L	
	 	 	 	 	 
hm	1	1	1	 pA_B	
hm	1	2	1	 pA_L	
	 	 	 	 	 
euh	3	4	1	 pA_B	
on	3	3	3	 pA_I	
passe	4	4	3	 pA_I	
au	3	3	3	 pA_I	
spectacle	4	4	3	 pA_L	
	 	 	 	 	 
alors	1	1	1	 pA_B	
j	1	2	1	 pA_I	
avais	1	2	1	 pA_L	
	 	 	 	 	 
dis	5	9	1	 pA_B	
moi	3	3	3	 pA_I	
pardon	3	3	3	 pA_L	
	 	 	 	 	 
j	1	1	1	 pA_B	
ai	1	1	1	 pA_I	
mais	1	1	30	 pA_I	
maintenant	1	1	30	 pA_I	
c	1	1	30	 pA_I	
est	1	1	30	 pA_I	
terminé	1	1	30	 pA_I	
ça	 NA	 NA	 NA	 pA_I	
sera	1	1	1	 pA_I	
aussi	1	1	1	 pA_I	
pour	1	1	1	 pA_I	
la	1	1	1	 pA_I	
rentrée	1	2	30	 pA_I	
un	1	1	30	 pA_I	
débat	1	1	1	 pA_I	
sur	1	1	1	 pA_I	
la	1	1	1	 pA_I	
nutrition	2	12	1	 pA_I	
avec	1	1	30	 pA_I	
des	1	1	30	 pA_I	
gens	1	2	30	 pA_I	
euh	30	1	29	 pA_I	
vraiment	1	1	30	 pA_I	
bien	1	2	1	 pA_I	
qui	1	1	1	 pA_I	
viennent	1	1	30	 pA_I	
de	1	1	1	 pA_I	
le	30	1	30	 pA_I	
qui	1	2	1	 pA_I	
viennent	2	2	1	 pA_I	
de	1	1	1	 pA_I	
le	1	1	1	 pA_I	
faire	2	2	1	 pA_I	
à	1	1	1	 pA_I	
la	1	1	1	 pA_I	
MJC	1	1	1	 pA_I	
de	30	1	29	 pA_I	
de	1	1	1	 pA_I	
de	1	1	1	 pA_I	
de	1	1	30	 pA_I	
de	1	1	1	 pA_I	
Oul-	1	1	1	 pA_I	
de	1	1	30	 pA_I	
Oullins	2	2	1	 pA_I	
et	30	30	30	 pA_I	
j	1	1	30	 pA_I	
y	1	1	30	 pA_I	
ai	1	1	1	 pA_I	
été	1	2	1	 pA_I	
et	2	2	2	 pA_I	
c	1	1	30	 pA_I	
était	1	1	30	 pA_I	
un	1	1	1	 pA_I	
soir	1	2	1	 pA_I	
c	30	1	30	 pA_I	
était	30	1	30	 pA_I	
vraiment	1	2	30	 pA_I	
très	1	1	1	 pA_I	
bien	1	1	30	 pA_I	
trois	2	2	2	 pA_I	
personnes	1	2	30	 pA_I	
euh	1	1	1	 pA_I	
donc	1	1	1	 pA_I	
euh	1	1	30	 pA_I	
ils	 NA	 NA	 NA	 pA_I	
seraient	1	1	1	 pA_I	
d	2	12	1	 pA_I	
accord	2	12	1	 pA_I	
aussi	3	12	1	 pA_I	
pour	1	2	30	 pA_I	
venir	1	2	30	 pA_I	
en	1	1	30	 pA_I	
septembre	1	2	30	 pA_I	
octobre	1	1	30	 pA_L	
	 	 	 	 	 
d	4	5	3	 pA_B	
accord	4	5	3	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qui	5	5	5	 pA_I	
faut	6	7	5	 pA_I	
c	3	7	1	 pA_I	
est	3	7	1	 pA_I	
que	2	5	1	 pA_L	
	 	 	 	 	 
qu	1	1	1	 pA_B	
on	1	1	1	 pA_I	
n	1	1	30	 pA_I	
avait	1	1	30	 pA_I	
plus	 NA	 NA	 NA	 pA_I	
de	 NA	 NA	 NA	 pA_I	
dates	1	1	1	 pA_I	
quoi	30	30	29	 pA_I	
hein	1	1	30	 pA_L	
	 	 	 	 	 
ce	 NA	 NA	 NA	 pA_B	
qui	5	5	5	 pA_I	
faut	6	6	5	 pA_I	
c	6	6	5	 pA_I	
est	6	6	5	 pA_I	
qu	4	5	4	 pA_I	
on	4	5	4	 pA_I	
soit	4	5	4	 pA_I	
i-	3	7	1	 pA_I	
il	1	1	1	 pA_I	
faut	4	5	4	 pA_I	
envisager	5	5	4	 pA_I	
euh	4	5	3	 pA_I	
à	22	22	21	 pA_I	
la	7	22	4	 pA_I	
fin	4	5	4	 pA_I	
de	5	5	4	 pA_I	
la	4	4	4	 pA_I	
saison	5	5	4	 pA_I	
courant	4	5	3	 pA_I	
euh	3	3	3	 pA_I	
mai	4	4	3	 pA_I	
ou	3	4	3	 pA_I	
juin	8	10	3	 pA_I	
peut	11	11	10	 pA_I	
être	11	11	11	 pA_I	
début	3	4	2	 pA_I	
juillet	3	4	2	 pA_L	
	 	 	 	 	 
réserver	1	1	30	 pA_B	
des	1	1	1	 pA_I	
dates	5	10	1	 pA_L	
	 	 	 	 	 
voilà	1	1	30	 pA_B	
absolument	1	9	30	 pA_L	
	 	 	 	 	 
poser	4	4	3	 pA_B	
des	3	3	3	 pA_I	
trucs	4	5	4	 pA_I	
comme	3	4	3	 pA_I	
ça	3	3	3	 pA_I	
on	3	3	3	 pA_I	
est	3	3	3	 pA_I	
sûr	4	5	3	 pA_I	
ça	5	5	4	 pA_I	
se	 NA	 NA	 NA	 pA_I	
fait	3	3	3	 pA_I	
vite	4	4	3	 pA_I	
ça	4	4	3	 pA_I	
se	 NA	 NA	 NA	 pA_I	
prépare	3	4	3	 pA_I	
ça	 NA	 NA	 NA	 pA_I	
se	 NA	 NA	 NA	 pA_I	
fait	7	17	4	 pA_I	
et	10	13	2	 pA_I	
on	3	3	3	 pA_I	
est	3	3	3	 pA_I	
content	3	3	3	 pA_L	
	 	 	 	 	 
oui	3	4	3	 pA_B	
allô	5	9	3	 pA_L	
	 	 	 	 	 
allô	2	4	1	 pA_U	
	 	 	 	 	 
oui	6	10	3	 pA_U	
	 	 	 	 	 
c	13	20	2	 pA_B	
est	13	20	2	 pA_L	
	 	 	 	 	 
hé	7	9	4	 pA_B	
ça	3	4	3	 pA_I	
va	7	11	3	 pA_L	
	 	 	 	 	 
ça	13	19	2	 pA_B	
va	2	3	2	 pA_I	
et	3	3	3	 pA_I	
toi	1	3	29	 pA_L	
	 	 	 	 	 
ben	3	3	3	 pA_B	
ouais	6	10	3	 pA_I	
c	8	15	5	 pA_I	
est	8	15	5	 pA_I	
quoi	6	7	5	 pA_I	
ce	6	7	5	 pA_I	
numéro	6	8	5	 pA_L	
	 	 	 	 	 
ben	3	14	1	 pA_B	
c	2	2	1	 pA_I	
est	2	2	1	 pA_I	
le	2	3	2	 pA_I	
numéro	3	3	2	 pA_I	
du	3	3	3	 pA_I	
fixe	4	4	3	 pA_L	
	 	 	 	 	 
ah	7	8	3	 pA_B	
ok	6	10	3	 pA_I	
tu	14	16	3	 pA_I	
vas	3	4	2	 pA_I	
bien	7	11	2	 pA_L	
	 	 	 	 	 
ouais	4	16	2	 pA_B	
ça	3	4	2	 pA_I	
va	3	3	2	 pA_L	
dis	2	3	2	 pA_B	
moi	3	4	3	 pA_I	
je	2	2	2	 pA_I	
te	3	3	3	 pA_I	
dérange	4	6	2	 pA_L	
	 	 	 	 	 
non	6	11	3	 pA_B	
pas	6	9	4	 pA_I	
du	4	4	3	 pA_I	
tout	6	19	4	 pA_L	
	 	 	 	 	 
non	2	2	1	 pA_B	
parce	2	3	1	 pA_I	
que	2	3	1	 pA_I	
tu	2	2	2	 pA_I	
as	2	2	1	 pA_I	
tu	2	2	2	 pA_I	
as	2	2	2	 pA_I	
l	2	2	1	 pA_I	
air	2	2	1	 pA_I	
d	2	2	1	 pA_I	
avoir	2	2	1	 pA_I	
du	2	2	1	 pA_I	
monde	2	3	2	 pA_I	
derrière	2	3	1	 pA_I	
toi	2	2	2	 pA_L	
	 	 	 	 	 
non	4	5	4	 pA_B	
mais	5	5	3	 pA_I	
je	10	11	5	 pA_I	
suis	6	11	4	 pA_I	
avec	5	9	3	 pA_I	
et	3	4	3	 pA_I	
et	3	4	3	 pA_I	
un	6	10	3	 pA_I	
pote	4	5	4	 pA_I	
euh	3	4	3	 pA_I	
et	3	3	3	 pA_I	
un	6	10	3	 pA_I	
pote	4	4	3	 pA_I	
on	3	3	3	 pA_I	
est	3	3	3	 pA_I	
à	3	3	3	 pA_I	
Bastille	5	11	3	 pA_I	
mais	10	22	2	 pA_I	
je	2	2	2	 pA_I	
t	7	19	2	 pA_I	
écoute	7	19	2	 pA_L	
	 	 	 	 	 
tu	2	2	2	 pA_B	
lui	2	3	2	 pA_I	
diras	3	3	2	 pA_I	
que	2	3	2	 pA_I	
elle	2	3	2	 pA_I	
répond	2	3	2	 pA_I	
pas	2	3	2	 pA_I	
à	2	2	2	 pA_I	
son	2	3	2	 pA_I	
téléphone	2	7	2	 pA_L	
	 	 	 	 	 
hé	3	5	2	 pA_B	
tu	5	6	4	 pA_I	
réponds	7	10	3	 pA_I	
pas	4	4	4	 pA_I	
à	4	4	4	 pA_I	
ton	9	10	9	 pA_I	
téléphone	10	18	3	 pA_I	
il	9	9	8	 pA_I	
paraît	3	8	2	 pA_L	
de	4	4	4	 pA_B	
la	4	5	3	 pA_I	
part	5	10	4	 pA_I	
de	2	4	30	 pA_L	
	 	 	 	 	 
ben	6	6	5	 pA_B	
pourquoi	6	7	2	 pA_I	
il	7	7	7	 pA_I	
m	5	7	4	 pA_I	
a	5	7	4	 pA_I	
appelée	10	12	4	 pA_L	
	 	 	 	 	 
ben	5	10	2	 pA_B	
elle	3	3	3	 pA_I	
demande	6	10	3	 pA_I	
pourquoi	7	22	29	 pA_L	
	 	 	 	 	 
ben	2	9	1	 pA_B	
pour	2	2	1	 pA_I	
vous	2	2	2	 pA_I	
avoir	2	3	1	 pA_L	
	 	 	 	 	 
tu	4	4	4	 pA_B	
regardes	4	4	3	 pA_I	
ton	7	10	3	 pA_I	
téléphone	7	11	30	 pA_L	
ouais	6	18	3	 pA_U	
	 	 	 	 	 
est	2	2	2	 pA_B	
ce	2	2	2	 pA_I	
que	7	13	2	 pA_I	
est	10	13	3	 pA_I	
ce	3	3	3	 pA_I	
que	5	6	3	 pA_I	
tu	7	10	5	 pA_I	
as	9	15	4	 pA_L	
	 	 	 	 	 
oui	10	20	4	 pA_U	
	 	 	 	 	 
tu	2	2	2	 pA_B	
m	3	7	2	 pA_I	
entends	3	7	2	 pA_L	
	 	 	 	 	 
oui	9	12	5	 pA_U	
oui	5	6	4	 pA_B	
oui	6	6	6	 pA_I	
je	 NA	 NA	 NA	 pA_I	
t	5	10	3	 pA_I	
entends	5	10	3	 pA_I	
ouais	3	4	1	 pA_L	
	 	 	 	 	 
dis	4	10	1	 pA_B	
est	2	3	1	 pA_I	
ce	6	13	2	 pA_I	
que	5	13	4	 pA_I	
tu	4	4	3	 pA_I	
avais	4	4	4	 pA_I	
reçu	4	4	4	 pA_I	
mes	4	4	3	 pA_I	
messages	4	4	3	 pA_I	
pour	3	4	2	 pA_I	
pour	2	3	1	 pA_I	
pour	2	2	2	 pA_I	
ce	3	3	2	 pA_I	
week	3	3	2	 pA_I	
end	3	3	3	 pA_L	
	 	 	 	 	 
ouais	5	10	3	 pA_B	
alors	4	4	3	 pA_I	
le	8	11	3	 pA_I	
problème	6	10	4	 pA_I	
c	10	13	4	 pA_I	
est	10	13	4	 pA_I	
que	3	4	3	 pA_I	
ce	3	4	3	 pA_I	
week	7	11	3	 pA_I	
end	5	6	4	 pA_I	
ça	4	6	3	 pA_I	
va	3	3	3	 pA_I	
être	3	3	3	 pA_I	
vraiment	4	5	3	 pA_I	
compliqué	7	13	3	 pA_I	
c	10	10	9	 pA_I	
est	10	10	9	 pA_I	
pour	6	10	3	 pA_I	
ça	6	11	4	 pA_I	
que	14	20	10	 pA_I	
je	 NA	 NA	 NA	 pA_I	
t	3	3	3	 pA_I	
ai	3	3	3	 pA_I	
appelé	3	3	3	 pA_I	
dimanche	11	20	3	 pA_L	
	 	 	 	 	 
ah	2	3	2	 pA_B	
oui	2	2	2	 pA_I	
c	3	3	1	 pA_I	
est	3	3	1	 pA_I	
vrai	2	3	1	 pA_I	
excuse	5	8	1	 pA_I	
moi	2	2	1	 pA_I	
j	1	2	1	 pA_I	
ai	1	2	1	 pA_I	
pas	1	2	1	 pA_I	
vu	1	2	1	 pA_I	
je	1	1	1	 pA_I	
t	 NA	 NA	 NA	 pA_I	
ai	 NA	 NA	 NA	 pA_I	
pas	8	15	2	 pA_I	
entendu	3	5	1	 pA_L	
	 	 	 	 	 
c	6	12	3	 pA_B	
est	6	12	3	 pA_I	
en	5	13	3	 pA_I	
fait	7	14	4	 pA_I	
euh	3	4	3	 pA_I	
c	7	9	3	 pA_I	
est	7	9	3	 pA_I	
que	3	8	2	 pA_I	
vendredi	9	11	2	 pA_I	
soir	4	4	4	 pA_I	
euh	3	4	3	 pA_I	
j	6	9	30	 pA_I	
ai	6	9	30	 pA_I	
prévu	4	19	2	 pA_I	
euh	3	3	3	 pA_I	
une	3	3	3	 pA_I	
crémaillère	5	15	3	 pA_I	
et	5	9	3	 pA_I	
samedi	9	16	3	 pA_I	
soir	5	10	3	 pA_I	
je	3	5	2	 pA_I	
on	2	3	2	 pA_I	
mange	3	4	3	 pA_I	
chez	4	4	3	 pA_I	
ma	3	3	3	 pA_I	
mère	3	3	3	 pA_L	
je	2	3	1	 pA_B	
présente	4	8	1	 pA_I	
euh	3	3	2	 pA_I	
à	3	3	3	 pA_I	
ma	3	3	3	 pA_I	
mère	3	4	3	 pA_L	
	 	 	 	 	 
ah	2	2	2	 pA_B	
d	2	3	1	 pA_I	
accord	2	3	1	 pA_L	
	 	 	 	 	 
en	3	3	3	 pA_B	
fait	9	22	3	 pA_I	
on	4	4	4	 pA_I	
a	4	4	3	 pA_I	
essayé	9	10	3	 pA_I	
de	3	4	3	 pA_I	
voir	4	4	2	 pA_I	
avec	1	2	1	 pA_I	
pour	3	3	2	 pA_I	
euh	3	3	2	 pA_L	
comment	7	21	3	 pA_U	
	 	 	 	 	 
elle	1	1	1	 pA_B	
l	2	2	1	 pA_I	
a	2	2	1	 pA_I	
déjà	1	2	1	 pA_I	
rencontrée	2	3	1	 pA_L	
	 	 	 	 	 
non	7	11	4	 pA_B	
elle	5	6	4	 pA_I	
l	4	4	2	 pA_I	
a	4	4	2	 pA_I	
ja-	10	15	3	 pA_L	
	 	 	 	 	 
hé	1	1	1	 pA_B	
ben	1	1	1	 pA_I	
si	2	3	1	 pA_L	
	 	 	 	 	 
ah	4	4	3	 pA_B	
oui	5	6	3	 pA_I	
elle	4	5	3	 pA_I	
l	3	3	3	 pA_I	
a	3	3	3	 pA_I	
déjà	6	10	3	 pA_I	
rencontrée	6	13	1	 pA_I	
mais	4	9	1	 pA_I	
euh	3	3	3	 pA_I	
ça	3	3	3	 pA_I	
fait	3	3	3	 pA_I	
euh	5	13	3	 pA_I	
moi	4	4	4	 pA_I	
j	4	4	3	 pA_I	
ai	4	4	3	 pA_I	
euh	3	3	2	 pA_I	
enfin	3	3	2	 pA_I	
on	3	3	3	 pA_I	
l	3	3	3	 pA_I	
a	3	3	3	 pA_I	
pas	3	3	3	 pA_I	
vue	8	11	2	 pA_I	
depuis	10	19	3	 pA_I	
euh	3	3	2	 pA_I	
depuis	6	8	2	 pA_I	
quinze	7	18	2	 pA_I	
jours	4	8	3	 pA_I	
et	7	9	3	 pA_I	
tout	5	6	4	 pA_I	
et	6	11	2	 pA_I	
en	3	3	2	 pA_I	
fait	9	22	2	 pA_I	
euh	4	4	3	 pA_I	
on	3	3	3	 pA_I	
avait	5	9	2	 pA_I	
essayé	9	10	8	 pA_I	
de	9	9	7	 pA_I	
voir	3	7	2	 pA_I	
avec	4	7	2	 pA_I	
si	17	18	10	 pA_I	
on	9	10	7	 pA_I	
pouvait	3	8	2	 pA_I	
pas	3	3	3	 pA_I	
juste	6	18	2	 pA_I	
passer	7	17	3	 pA_I	
le	9	9	8	 pA_I	
samedi	7	10	3	 pA_I	
soir	5	9	3	 pA_I	
c	3	3	3	 pA_I	
est	3	3	3	 pA_I	
à	3	3	2	 pA_I	
dire	5	13	2	 pA_I	
que	8	15	3	 pA_I	
on	3	3	3	 pA_I	
venait	3	3	3	 pA_I	
euh	3	3	2	 pA_I	
on	6	19	3	 pA_I	
venait	6	11	3	 pA_I	
le	8	9	3	 pA_I	
samedi	6	11	3	 pA_I	
matin	4	4	1	 pA_I	
et	4	4	3	 pA_I	
on	5	7	3	 pA_I	
repartait	3	4	2	 pA_I	
le	3	3	3	 pA_I	
dimanche	7	11	3	 pA_I	
matin	5	9	2	 pA_I	
mais	2	3	2	 pA_I	
le	12	12	10	 pA_I	
truc	7	12	4	 pA_I	
c	9	14	2	 pA_I	
est	9	14	2	 pA_I	
que	7	11	2	 pA_I	
elle	4	4	3	 pA_I	
elle	3	3	3	 pA_I	
a	3	3	3	 pA_I	
euh	5	15	1	 pA_I	
elle	3	3	2	 pA_I	
a	3	3	2	 pA_I	
des	3	3	2	 pA_I	
des	3	3	2	 pA_I	
rendus	4	12	3	 pA_I	
euh	3	4	2	 pA_I	
lundi	4	10	2	 pA_I	
et	10	10	9	 pA_I	
mardi	5	10	3	 pA_I	
donc	4	9	29	 pA_I	
du	5	8	1	 pA_I	
coup	3	4	1	 pA_I	
euh	3	4	2	 pA_I	
ça	3	5	3	 pA_I	
me	7	8	5	 pA_I	
paraît	3	3	2	 pA_I	
euh	3	3	2	 pA_I	
ça	3	3	2	 pA_I	
me	3	3	2	 pA_I	
paraît	3	3	2	 pA_I	
compliqué	7	10	2	 pA_I	
euh	2	3	2	 pA_I	
de	2	2	2	 pA_I	
pouvoir	3	6	2	 pA_I	
descendre	5	9	2	 pA_I	
quoi	10	17	5	 pA_L	
elle	2	4	30	 pA_B	
peut	10	11	4	 pA_I	
pas	4	4	3	 pA_L	
	 	 	 	 	 
est	3	4	2	 pA_B	
ce	3	4	2	 pA_I	
que	4	5	4	 pA_I	
tu	7	12	3	 pA_I	
penses	4	4	4	 pA_I	
que	4	4	3	 pA_I	
le	3	3	3	 pA_I	
week	3	3	3	 pA_I	
end	3	3	3	 pA_I	
suivant	3	3	3	 pA_I	
c	3	3	2	 pA_I	
est	3	3	2	 pA_I	
faisable	2	3	2	 pA_I	
pour	2	3	1	 pA_I	
toi	2	2	1	 pA_L	
	 	 	 	 	 
est	4	5	3	 pA_B	
ce	9	10	5	 pA_I	
que	5	5	5	 pA_I	
le	5	5	4	 pA_I	
week	7	13	3	 pA_I	
end	11	13	8	 pA_I	
suivant	9	18	3	 pA_I	
c	10	11	8	 pA_I	
est	10	11	8	 pA_I	
faisable	3	8	2	 pA_L	
	 	 	 	 	 
ben	6	9	4	 pA_B	
non	 NA	 NA	 NA	 pA_I	
y	 NA	 NA	 NA	 pA_I	
a	 NA	 NA	 NA	 pA_I	
ma	7	8	4	 pA_I	
mère	15	18	5	 pA_L	
	 	 	 	 	 
non	4	5	3	 pA_B	
ben	4	5	3	 pA_I	
non	4	5	3	 pA_I	
y	5	5	4	 pA_I	
a	4	4	3	 pA_I	
sa	3	3	3	 pA_I	
mère	3	4	3	 pA_L	
	 	 	 	 	 
merde	2	2	1	 pA_U	
	 	 	 	 	 
ah	3	5	2	 pA_B	
y	3	3	2	 pA_I	
a	3	3	2	 pA_I	
le	3	9	2	 pA_I	
ouais	19	21	17	 pA_L	
	 	 	 	 	 
mais	3	8	2	 pA_B	
euh	8	20	3	 pA_I	
après	12	22	4	 pA_I	
euh	3	4	2	 pA_I	
ça	3	3	2	 pA_I	
ça	3	3	3	 pA_I	
lui	3	3	3	 pA_I	
demande	4	9	2	 pA_I	
si	13	19	3	 pA_I	
elle	5	9	3	 pA_I	
ça	11	13	8	 pA_I	
la	3	3	3	 pA_I	
dérange	2	3	2	 pA_L	
le	5	6	4	 pA_B	
week	4	5	3	 pA_I	
end	8	9	3	 pA_I	
d	9	20	3	 pA_I	
après	9	20	3	 pA_I	
c	10	11	9	 pA_I	
est	10	11	9	 pA_I	
bon	10	11	9	 pA_I	
quoi	5	11	2	 pA_L	
	 	 	 	 	 
le	2	2	2	 pA_B	
week	2	3	2	 pA_I	
end	3	3	2	 pA_I	
le	2	3	1	 pA_I	
week	5	10	1	 pA_I	
end	4	8	2	 pA_I	
d	3	7	1	 pA_I	
après	3	7	1	 pA_I	
c	2	3	1	 pA_I	
est	2	3	1	 pA_I	
quoi	2	3	2	 pA_L	
	 	 	 	 	 
hé	3	3	2	 pA_B	
bien	3	4	2	 pA_I	
euh	3	4	2	 pA_I	
bonsoir	4	5	2	 pA_I	
à	4	5	4	 pA_I	
tous	7	8	4	 pA_I	
et	5	7	5	 pA_I	
merci	5	7	4	 pA_I	
d	4	5	3	 pA_I	
être	4	5	3	 pA_I	
restés	4	6	4	 pA_I	
si	4	5	4	 pA_I	
nombreux	4	5	4	 pA_L	
	 	 	 	 	 
bon	4	5	2	 pA_B	
euh	3	4	3	 pA_I	
alors	3	3	3	 pA_I	
j	4	5	2	 pA_I	
ai	4	5	2	 pA_I	
un	4	5	3	 pA_I	
petit	5	5	4	 pA_I	
soucis	4	5	29	 pA_I	
de	3	3	29	 pA_I	
d	3	4	3	 pA_I	
emploi	3	4	3	 pA_I	
du	3	3	2	 pA_I	
temps	4	5	4	 pA_I	
enfin	4	5	2	 pA_I	
pas	3	3	2	 pA_I	
de	2	3	2	 pA_I	
de	2	2	1	 pA_I	
d	3	5	1	 pA_I	
heure	3	5	1	 pA_I	
donc	3	4	3	 pA_I	
